1.000000000000000000e+00,8.344527854670104050e-01,3.955118728864154276e-01,4.059000565795614635e-01,2.269860236905358042e-01,2.039091121921056682e-01,4.424041454999556033e-01,4.493238290022184001e-01,2.655583013951611226e-01,2.411667046596328023e-01,6.369533182967089813e-01,5.089443496926814303e-01,5.724704144762906566e-01,4.277291853613729988e-01,4.006220034928158480e-01,3.115007367012813666e-01,7.436977963788559132e-01,7.126309274387833126e-01,7.429450368752095191e-01,6.526556009117125967e-01,1.005731051838515272e-01,4.603465708205054657e-02,2.642349367235103386e-01,1.842541841642129086e-01,1.564997836434633971e-01,1.715493288216422274e-01,1.218068132336075221e-01,7.973922451817555546e-02,6.557856594710255171e-01,6.226188571067917676e-01,2.909659896453268280e-01,2.615972146702137402e-01,6.160852082091158310e-01,6.355681714820541339e-01,2.061931755782573095e-01,2.239026300753315102e-01,4.049549592847157542e-01,3.090936911240569906e-01,3.576934787837341978e-01,3.753158248354860893e-01,3.284481651421916060e-01,4.049079005507855156e-01,5.508337034039357816e-01,5.169667469513850033e-01,5.468516752687000437e-01,5.750883762135073907e-01,6.182032888215390765e-01,6.153796356959413405e-01,5.772679452865472349e-01,6.072432045821021251e-01,5.736753969009663612e-01,5.500419941505799715e-01,5.288245866127146977e-01,4.772807228264172030e-01,6.333907830211145118e-01,6.107198040222516777e-01,8.443882606654388168e-01,7.547012805298003446e-01,6.925830937473838045e-01,6.519755356110460420e-01,5.893610018959073438e-01,5.247386650340872816e-01,6.368851962099381092e-01,6.123004261192257491e-01,2.346224028658129013e-01,2.006385595125269039e-01,4.821262743161529585e-01,4.587766509108260338e-01,6.295750804627300301e-01,6.000403309110819983e-01,1.868998572082290477e-01,1.880915051591745824e-01,2.971221875410889890e-01,3.197232564053179571e-01,2.226999662475530606e-01,2.104487361770908393e-01,3.895731074123361948e-01,3.971252246259630581e-01,6.151755999927021046e-01,6.404970460449509462e-01,7.109547954873089992e-01,6.888567439620727484e-01,5.631161393408031790e-01,5.003426386591066644e-01,5.741166703862168319e-01,4.888399218666306667e-01,2.149655096385677810e-01,2.371893848520322257e-01,5.913860569664717293e-01,4.967883933555044540e-01
8.344527854670104050e-01,1.000000000000000000e+00,2.900195709991811310e-01,4.503062143081715818e-01,1.528676701529791127e-01,2.181310277537727715e-01,3.100689253030499692e-01,4.607574326110460694e-01,1.657343100545034809e-01,2.615557447936294189e-01,5.040518926579199421e-01,5.679412965309460493e-01,4.363522448907979356e-01,4.855217691590439366e-01,3.196290194977969290e-01,3.682418667572729953e-01,7.296184408643059394e-01,7.680522391098696389e-01,7.002509486946283390e-01,7.476188458015757821e-01,9.745063574668449968e-02,5.137266643525556509e-02,2.210925837691980478e-01,2.441835722425461097e-01,1.679065614442504795e-01,2.116725435454644422e-01,1.469844963133936921e-01,1.164520170259415316e-01,5.874947611356838850e-01,6.302726207972477734e-01,2.257199571395679671e-01,2.584599020282494219e-01,5.444985881342272460e-01,6.510415786526492221e-01,1.771019972499466022e-01,2.162507983278377788e-01,4.044371157483925283e-01,3.293147342522973475e-01,3.447541410149881913e-01,3.859996002753875999e-01,3.160895263737606431e-01,4.024478516793271177e-01,5.412345843122405853e-01,5.131939059864933927e-01,5.341451571008902777e-01,5.600012000747626173e-01,6.097184400344719535e-01,6.081115156504250940e-01,5.525007591005698382e-01,5.939648068008070991e-01,5.164324045751136349e-01,5.226731766595563711e-01,4.859472000438392891e-01,4.329337194546123424e-01,5.986664280538108729e-01,5.904390709429867545e-01,8.220067962358781344e-01,8.656620798400850303e-01,6.037998915028384150e-01,6.568939980844140658e-01,4.590802662448571492e-01,5.343291082594229247e-01,5.286517946777343768e-01,6.151587151724406954e-01,1.699351483299843257e-01,2.238124889497041525e-01,4.244108232162350225e-01,4.394717247757628509e-01,6.685961569621036160e-01,6.511773873960801096e-01,1.509092156874229373e-01,1.718818910671513489e-01,2.435328438633257708e-01,3.218919183232833992e-01,1.889011861724441410e-01,2.188468065655711503e-01,3.463363832739576598e-01,3.934419113230148146e-01,6.127182633237535647e-01,6.654135915427065173e-01,6.786757569878418828e-01,7.204647626175454400e-01,5.322633567540261401e-01,5.278336523923709001e-01,5.058567274810451542e-01,5.338799038084864890e-01,2.156818778056600328e-01,2.772123052353053230e-01,5.171737831732791113e-01,5.238780410894329220e-01
3.955118728864154276e-01,2.900195709991811310e-01,1.000000000000000000e+00,6.332504942758604427e-01,4.253936956330080510e-01,2.772825653321530082e-01,7.239427062876343522e-01,5.150403927592261955e-01,4.363160018636420556e-01,3.351687915865081968e-01,2.931228436101175339e-01,2.966683632411893923e-01,4.495981700427874594e-01,2.765181674428899838e-01,5.367169125938836549e-01,3.303102812899140206e-01,2.600178160399252980e-01,2.272140278046634876e-01,3.908318867600497071e-01,3.604041741951403699e-01,1.237835535639074946e-01,8.069320131957577469e-02,7.181847634142826120e-01,4.795109499492437588e-01,4.101293399705208675e-01,3.422537195528657095e-01,2.274764115543489729e-01,1.196748789415040398e-01,2.967356907340161221e-01,2.749048457409516422e-01,5.320202334796955146e-01,4.677072607982715735e-01,5.417467742716517431e-01,4.772630185982583151e-01,5.580685052603250318e-01,4.637716208830726106e-01,3.351171685263594768e-01,2.385055704078277161e-01,2.994156458065643234e-01,2.776216688535181332e-01,1.515725762908232688e-01,2.238940904443942059e-01,3.693290848894804079e-01,3.684943750964896347e-01,3.411047687587038246e-01,3.155778588075900393e-01,3.376012004455754001e-01,3.618009215761177066e-01,2.655399615883312636e-01,3.001714350110231133e-01,3.249896875385782646e-01,3.977752502790585232e-01,3.333042273205088502e-01,3.072725750017413215e-01,3.497284965455320083e-01,3.317282019583922548e-01,2.772999726153375089e-01,2.654494500599297591e-01,3.504936785792550080e-01,3.535717792215950506e-01,5.256423838227177736e-01,4.290720835110797271e-01,4.032318578469817338e-01,2.462508882787152464e-01,6.847374358438315101e-01,5.606791208032917417e-01,6.250583836632203072e-01,5.505300351575135309e-01,2.739552600209302358e-01,2.733058372258186930e-01,3.242964334440503471e-01,2.785255481143289469e-01,2.426630431438341617e-01,2.322840524400878182e-01,1.829976589321863356e-01,1.686229204021384709e-01,3.767114836590013671e-01,3.364883565444932723e-01,3.260484146218471935e-01,3.224999116913922492e-01,3.594152082230170908e-01,3.418888649600242413e-01,3.958018979985364894e-01,3.344833658894019734e-01,6.465893063189651624e-01,4.984072627030459168e-01,3.621107104735743487e-01,3.149083811191771276e-01,5.263933437720086372e-01,4.429441623682194296e-01
4.059000565795614635e-01,4.503062143081715818e-01,6.332504942758602207e-01,1.000000000000000000e+00,2.507275165655713511e-01,3.949324951913507076e-01,5.344003646777764072e-01,7.578088250672058157e-01,2.167383894955506596e-01,4.632517353692675588e-01,2.095031470678826724e-01,5.036761538219141077e-01,3.067982202058169294e-01,4.967245583843000190e-01,3.437397943917193666e-01,4.959659291542511950e-01,3.124159509476139851e-01,3.000047211324238794e-01,3.884037794820735523e-01,5.105624882777672902e-01,1.314143118467068494e-01,1.135225595253410436e-01,5.849402209356540094e-01,6.395534367935387099e-01,4.219709958470325151e-01,5.070062867958525787e-01,2.256814221834583523e-01,1.963292681234722059e-01,2.681060529049720254e-01,3.469714221651883368e-01,4.453527515195787601e-01,5.591251292732115630e-01,5.046842594269267401e-01,6.023698540922617362e-01,5.090879414896853916e-01,5.059295017170533093e-01,3.762043986021330055e-01,3.140499217695461032e-01,3.400777663219337610e-01,3.790429321930897100e-01,1.664093254838200087e-01,2.704490251766643039e-01,4.204386013850022197e-01,4.342389072271179984e-01,3.710048609571441891e-01,3.691425492137352937e-01,3.922037215079605121e-01,4.231191318582233074e-01,2.915981835289905844e-01,4.221213060541526008e-01,3.491775197382238627e-01,5.116096384694867050e-01,3.459012670083761454e-01,2.974181735968079443e-01,3.989147503315389476e-01,4.087169222089254150e-01,3.532283260390562396e-01,3.659952918156976764e-01,3.788582854135510436e-01,5.198011421157126000e-01,4.179568553036263623e-01,5.907431700717852285e-01,3.132155785623249034e-01,3.414318066968221599e-01,5.503650248890589181e-01,6.946709864675887358e-01,6.122443351944788503e-01,6.874628187577351834e-01,3.489703097768819817e-01,3.622105493381653774e-01,3.021287717382906690e-01,3.188973467477973500e-01,2.249671493434940439e-01,2.864525698759686767e-01,1.680922538512033271e-01,2.090165809635560201e-01,3.436687003203773849e-01,3.870051573295886782e-01,3.728260298884958357e-01,3.659491369215817080e-01,3.794365507646073610e-01,4.076947573543263648e-01,3.457654571079124550e-01,3.799302663235957778e-01,5.309677945131012766e-01,6.237952014958172420e-01,2.826306816212093564e-01,3.315350596625112889e-01,4.645119550899120542e-01,6.061973953941937054e-01
2.269860236905358042e-01,1.528676701529791127e-01,4.253936956330080510e-01,2.507275165655713511e-01,1.000000000000000000e+00,3.131926888988860735e-01,5.284715494813331249e-01,3.528062778588800796e-01,5.566480034310254954e-01,3.049185459511472573e-01,2.834188951951822077e-01,2.145047561626306498e-01,4.072750317517421781e-01,2.076052583870910684e-01,4.145807380434109457e-01,1.590657128391743391e-01,1.434096858334231728e-01,1.374352955596248316e-01,2.108636253749905376e-01,1.240560844547861918e-01,5.114989408729687242e-02,1.716195658840706170e-03,3.170990071635486074e-01,8.008460240114556594e-02,1.231300654299093134e-01,7.589579192955504816e-02,1.044444795519775815e-01,1.438107026341734797e-02,2.520658006633313963e-01,1.861611165633999532e-01,2.645568843882089016e-01,1.688180336368836354e-01,3.075660259732967972e-01,2.365085097706896566e-01,2.494376206017773212e-01,2.119323861280307530e-01,1.230063143068330644e-01,8.749680731725702210e-02,1.234741322817038967e-01,9.251966597216920718e-02,5.728510891117247206e-02,1.096785636090113619e-01,2.124882325292827556e-01,1.956464682010427836e-01,1.960639835984419876e-01,1.976473062082270971e-01,1.907725907152225120e-01,1.926501726802432868e-01,1.722840392054945935e-01,2.129289299306429684e-01,2.118078425364793571e-01,2.011779005464937320e-01,2.063487337383436149e-01,2.051861700363269425e-01,1.765045704773059165e-01,1.635942421854587603e-01,1.251544841595859936e-01,1.071248118082752804e-01,2.507760707647923581e-01,2.382915764212228948e-01,4.659175020206918205e-01,3.590142451078663921e-01,2.679665951188150430e-01,1.921404636497376084e-01,3.737168672887943299e-01,2.858258167802849026e-01,3.073053268773445201e-01,2.737572054315353665e-01,1.055446859189584918e-01,1.164317696391733159e-01,2.241338396477335071e-01,1.797435166060111777e-01,1.750862666526149247e-01,1.504598936508999008e-01,1.309039579775629070e-01,1.103917620370680752e-01,2.568684105995030498e-01,2.347883954849115939e-01,1.856705387275046082e-01,1.837466874705154518e-01,1.956501206308614016e-01,1.690089483616093735e-01,1.746912272500204533e-01,1.108226287449617931e-01,3.128413000250757636e-01,1.979553627480807321e-01,9.204251864181610399e-02,4.028285062284119727e-02,2.968812348880419671e-01,2.703098944399994763e-01
2.039091121921056404e-01,2.181310277537727160e-01,2.772825653321530082e-01,3.949324951913507076e-01,3.131926888988860735e-01,1.000000000000000000e+00,3.317269053059829220e-01,4.786449369591158631e-01,3.153645274082149119e-01,4.959575266617572975e-01,1.980678970489033741e-01,3.460887100660142157e-01,2.809534704293792373e-01,3.658353884380258769e-01,2.698827788814343043e-01,3.572911038541606299e-01,1.590084650592921978e-01,1.673176170842169408e-01,2.179617049853444233e-01,2.269954431518116378e-01,9.666667059049357733e-03,5.447225788192307933e-02,2.675251024540185596e-01,2.423132077031124876e-01,7.721914406189855917e-02,1.655353931828146274e-01,4.383123285963516635e-02,1.871284679975716569e-01,2.070866581626094050e-01,2.540311119173762622e-01,2.106770069095607878e-01,2.547641361160014606e-01,2.667431270477584326e-01,3.049610323201737971e-01,1.919460315474836032e-01,2.395651646311773852e-01,9.986582168589992758e-02,1.211064645551100105e-01,9.746026178125170858e-02,1.436161422811697563e-01,3.643507707250245170e-02,1.377798591843775178e-01,2.175331766022705893e-01,2.049528402753794110e-01,1.896760108965580283e-01,2.132452725908975943e-01,2.066215019792658758e-01,2.067251311526273616e-01,1.769332388047244742e-01,2.379469920626279544e-01,1.962358105664347430e-01,2.278516202319348372e-01,2.031704798217267294e-01,1.935218125940102174e-01,1.834675362424426082e-01,1.906655398069339036e-01,1.547832935082033845e-01,1.485124586402135349e-01,2.098748526421194138e-01,2.781794703044933037e-01,3.208831453174346149e-01,4.239587263405310558e-01,2.108875744959128606e-01,2.406728933360744449e-01,2.468066898443211366e-01,3.824088679909332100e-01,2.430898388851045755e-01,3.022044202814689329e-01,1.315301507082283494e-01,1.556306099137211574e-01,1.843316632261450538e-01,2.004243886905874850e-01,1.411334417550160758e-01,1.842879533120745095e-01,1.112708209541286991e-01,1.412915015066584234e-01,2.145354703964838516e-01,2.416192966540404719e-01,1.961117255754612765e-01,1.980460990201008686e-01,1.911209466866344575e-01,1.969208967799165599e-01,1.372687147564596033e-01,1.672662961668143211e-01,2.285510014587409100e-01,2.928441277162981415e-01,5.516915978885560817e-02,1.091420246313345721e-01,2.452181615374145751e-01,3.668553768221462508e-01
4.424041454999557144e-01,3.100689253030499692e-01,7.239427062876343522e-01,5.344003646777764072e-01,5.284715494813331249e-01,3.317269053059830330e-01,1.000000000000000000e+00,6.916895121750309405e-01,6.393602407287546363e-01,4.202939376294403950e-01,5.098841955568319539e-01,3.689823141439200760e-01,6.166213539989757741e-01,3.140892973954811929e-01,4.481930770250971419e-01,1.672775529777056347e-01,2.843760358957135859e-01,2.761443834185792201e-01,4.497478923841614629e-01,2.887078429075219388e-01,4.596562437547049157e-02,7.539334763223559839e-03,4.619320977497279879e-01,1.236068529875375133e-01,1.305490960090779362e-01,8.696332439397731762e-02,-1.709532710130667182e-02,-4.785674765341930981e-02,4.413462718205579671e-01,3.621353030607160073e-01,4.853659516795547080e-01,3.449446605735576044e-01,6.026714074392991449e-01,4.845284910445095128e-01,3.699503329387288098e-01,3.336028418519975669e-01,2.251118690654591858e-01,1.493094361625790512e-01,2.354756782576640228e-01,1.971667470238141762e-01,1.006705747984680266e-01,2.130621321422980774e-01,3.788752117479157189e-01,3.599369064163176479e-01,3.389134622343284442e-01,3.483448892212390180e-01,3.405470971517617351e-01,3.594473737808333569e-01,2.904636032801697354e-01,3.778114851753072156e-01,3.533810110479430611e-01,3.857782397662359308e-01,3.127408023017582139e-01,2.972734457477620995e-01,3.238147785773703990e-01,3.100345649897436884e-01,2.519368322382278813e-01,2.178257186485688668e-01,4.795535048365657249e-01,4.649981613521968482e-01,7.738478222971049147e-01,6.129486246239261860e-01,5.174259936687931605e-01,4.049826856759620730e-01,6.169872803062427247e-01,4.252179173878672391e-01,5.924081314377153129e-01,5.501046545599770354e-01,2.033010933167319623e-01,2.284687164178998697e-01,3.632288478668680987e-01,3.123622641933746502e-01,3.143894993551129002e-01,2.994899933788642277e-01,2.195469098115248874e-01,1.958729323432222003e-01,4.339283638141646082e-01,3.960569315860448247e-01,3.202505476478975099e-01,3.294936758944010946e-01,3.657613448786670163e-01,3.065497256413580729e-01,2.646046856910295730e-01,1.761544055746756821e-01,4.923655437886237385e-01,3.036019081463682823e-01,7.020031654293154566e-02,2.345055445292160146e-02,4.672222588809799015e-01,4.096322553259545973e-01
4.493238290022184001e-01,4.607574326110460694e-01,5.150403927592261955e-01,7.578088250672058157e-01,3.528062778588800796e-01,4.786449369591158076e-01,6.916895121750309405e-01,1.000000000000000000e+00,4.281699625633734185e-01,6.090526443436259374e-01,4.473031207191114356e-01,6.490938263258356766e-01,5.424054372983430072e-01,6.366328469980707672e-01,4.041709801441022987e-01,4.701878341141855211e-01,3.459355925663354925e-01,3.704767329339979098e-01,5.093726109012565173e-01,4.895882998710450740e-01,3.010747938274501920e-02,2.460606554126507084e-02,4.280003948800492064e-01,3.677535469077374275e-01,1.121212305853897528e-01,2.024687281813657702e-01,2.325188853233985109e-02,6.415584317381302359e-02,4.318623225042766967e-01,5.049902406430715196e-01,4.009723993200213776e-01,4.508085300457301825e-01,5.589808434381088320e-01,6.094735846745424901e-01,3.013372093270013652e-01,3.711623169490276264e-01,2.236793919599821823e-01,2.084268486583549240e-01,2.064849217779991530e-01,2.583522135815085607e-01,1.283715938737332585e-01,2.713237173953348957e-01,4.053675281428022470e-01,3.838498122197516182e-01,3.437233433988495235e-01,3.801256284691224008e-01,3.852669258434470168e-01,4.002940845472008902e-01,3.178154737552386644e-01,4.472143848017243739e-01,3.582918680792209765e-01,4.396364711775470058e-01,3.432568813814338982e-01,3.149417127166090347e-01,3.571488100609209182e-01,3.741666489198737788e-01,3.147575093095173471e-01,2.954928322589523426e-01,4.294913703896989787e-01,5.608246638084725122e-01,5.961417673651503435e-01,7.677806428286269025e-01,4.734092021922447491e-01,5.447713446987832997e-01,4.374298054965399252e-01,5.911568030867045964e-01,4.944144784822506189e-01,6.020867689286371061e-01,2.591510627390121169e-01,2.941969271314238688e-01,3.346422311012055006e-01,3.537528360024968510e-01,3.103359226081433553e-01,3.723236168988544037e-01,2.187817314335586127e-01,2.640118301179651961e-01,3.959804001843578170e-01,4.501986131563965876e-01,3.699277204090100080e-01,3.811877701543551211e-01,3.973215771091776483e-01,3.897731676225318909e-01,3.011190351985744695e-01,3.034786836462555204e-01,4.281526238965877584e-01,5.028258132391195678e-01,8.434159690518498731e-02,1.309992731857079484e-01,4.439520734945993641e-01,6.081917640452848550e-01
2.655583013951610671e-01,1.657343100545034809e-01,4.363160018636420556e-01,2.167383894955506596e-01,5.566480034310254954e-01,3.153645274082149119e-01,6.393602407287546363e-01,4.281699625633734185e-01,1.000000000000000000e+00,4.963022365366999145e-01,4.011489438989261913e-01,2.823565729495442489e-01,5.239934403924185746e-01,2.744419668547203872e-01,4.818780143895498580e-01,1.959473860845128146e-01,1.473769253048675398e-01,1.408467048518699249e-01,2.420371953929578435e-01,1.255828189920471516e-01,-8.623244934155130381e-03,-4.229840686697661917e-02,3.021996971122216658e-01,2.951541272132914701e-02,4.776960910753725274e-03,-4.287868692433495499e-02,1.056954432052575020e-02,-2.196853818789836280e-02,2.931711571918162451e-01,2.030060524851019232e-01,2.225256354086854460e-01,1.083034489040446274e-01,2.995767639324735110e-01,2.124234473521949829e-01,1.664686227310519517e-01,1.488773645091353293e-01,1.001872769324629597e-01,6.005353084666340685e-02,9.460653961903267573e-02,6.474469709818468643e-02,4.567330780500425402e-02,1.061251213911293817e-01,1.874174829756758420e-01,1.538793881910522354e-01,1.465432968158381921e-01,1.522042121054603681e-01,1.774540643998604728e-01,1.720708530155947713e-01,1.515637229914759687e-01,2.229562649114022188e-01,2.066163595598671798e-01,1.782665526511217347e-01,2.059698263280327346e-01,2.060923172378129886e-01,1.701191469895611263e-01,1.570731314113340826e-01,1.283850594783189636e-01,9.945175663250388487e-02,2.819190899833011743e-01,2.609189534314355075e-01,6.008230176042224091e-01,4.620822042363572635e-01,3.018787504034365354e-01,2.406918123292905720e-01,4.130598282549229339e-01,3.015755963006950813e-01,2.411758042226625764e-01,2.030576069377365567e-01,1.074704160007026593e-01,1.151073663689282101e-01,2.355708073780963530e-01,1.836307255470211175e-01,1.947947073217460023e-01,1.613995286886885094e-01,1.374320905229723389e-01,1.180243821158742240e-01,2.657459123452080019e-01,2.346451684538461979e-01,1.848389611887649442e-01,1.833021284187315025e-01,2.004745878605133369e-01,1.616171063643772887e-01,1.388941583002613889e-01,7.145628440481917310e-02,3.090931324492038335e-01,1.726062923256958814e-01,2.370243440949004049e-02,-1.096611809872852401e-02,3.451278373923195586e-01,3.302766059377051922e-01
2.411667046596328023e-01,2.615557447936294744e-01,3.351687915865082523e-01,4.632517353692674478e-01,3.049185459511472573e-01,4.959575266617572975e-01,4.202939376294403395e-01,6.090526443436259374e-01,4.963022365366998589e-01,1.000000000000000000e+00,2.516234786511993282e-01,4.247086520377499896e-01,3.286639255720839037e-01,4.506482747708185910e-01,3.305264377745467108e-01,4.515708167460140698e-01,1.692495399196521089e-01,1.790559495797198475e-01,2.359891957256984585e-01,2.577230701941455315e-01,-2.111195340269522019e-02,-1.334477311308517739e-02,2.926502142544130103e-01,3.030269180762805159e-01,4.605284175282829684e-02,1.073458987223400996e-01,5.520283753161619317e-02,1.030913491095138967e-01,1.994802266158322290e-01,2.520499017760242655e-01,1.652786962889309097e-01,2.222422198384648717e-01,2.628822199859200959e-01,3.077602452954245615e-01,1.703851964570717581e-01,2.204420384316899406e-01,1.250336035317376471e-01,1.419860997852173679e-01,1.015969098214716676e-01,1.491723435661269637e-01,4.505488456848568551e-02,1.449009859669363465e-01,2.052929507567118061e-01,1.794402395581144449e-01,1.617235189801192186e-01,1.831047948959159677e-01,2.157682765931404345e-01,2.121134875208716408e-01,1.671982285961362003e-01,2.746701919129523328e-01,2.174624194024894486e-01,2.491812424084370592e-01,2.290174764130584462e-01,2.158720069920734563e-01,2.090612906889030287e-01,2.187670092555405732e-01,1.737517497264090272e-01,1.680362566854907980e-01,2.343569568210190635e-01,3.343467414954275352e-01,4.137357062785722572e-01,5.548021338403337221e-01,2.302080784235817634e-01,2.889463853407602256e-01,3.131967754723302688e-01,4.910861251403709771e-01,2.134109889162465468e-01,2.773609116445907574e-01,1.687383998568431076e-01,1.878345574426866227e-01,1.932479141061135830e-01,2.096861298326000156e-01,1.501049970256464472e-01,1.933549605776505587e-01,1.168023721965825573e-01,1.485191632405863660e-01,2.213488779328742773e-01,2.590059234952173384e-01,2.035153956058886326e-01,2.053641121012138582e-01,2.066577067995352401e-01,2.139483397459741310e-01,1.382771569578152837e-01,1.758730703297296249e-01,2.721446708193063224e-01,3.543548512595114386e-01,6.613162947288592219e-02,1.409400829473896055e-01,3.237200052986984322e-01,5.133407122944196876e-01
